id;nombre;categoria;subcategoria;municipio;latitud;longitud;calle;numero;piso;oficina;departamento;entre_calle_1;entre_calle_2;codigo_postal;otra_info_dire;referente_1;mail_referente_1;tel_referente_1;referente_2;mail_referente_2;tel_referente_2;referente_3;mail_referente_3;tel_referente_3;referente_4;mail_referente_4;tel_referente_4;referente_5;mail_referente_5;tel_referente_5;tipo_contacto_1;contacto_1;tipo_contacto_2;contacto_2;tipo_contacto_3;contacto_3;telefono_1;telefono_2;telefono_3;telefono_4;telefono_5;telefono_6;telefono_7;telefono_8;telefono_9;telefono_10;telefono_11;horario_lunes;horario_martes;horario_miercoles;horario_jueves;horario_viernes;horario_sabado;horario_domingo;guardia
2857;Hospital Subzonal de General Viamonte;Salud;Hospitales;General Viamonte;-3.500.336.677;-6.104.467.071;6 de Agosto;;;;;Passo;;6015;;;;;;;;;;;;;;;;;;;;;;;(2346) 470026;(2346) 470350;(2324) 439100;;;;;;;;;;;;;;;;
2858;Unidad Sanitaria Baigorrita ;Salud;Atención Primaria - CAPS;General Viamonte;-3.474.740.462;-6.098.745.291;Sarmiento;;;;;;;6013;;;;;;;;;;;;;;;;;;;;;;;(2324) 439200;;;;;;;;;;;;;;;;;;
2859;Unidad Sanitaria La tribu;Salud;Atención Primaria - CAPS;General Viamonte;-3.501.655.008;-6.106.526.059;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2860;Unidad Sanitaria Ceferino Namuncurá;Salud;Atención Primaria - CAPS;General Viamonte;-3.501.628.163;-6.106.526.729;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2861;Unidad Sanitaria Juan XXIII;Salud;Atención Primaria - CAPS;General Viamonte;-3.499.440.867;-6.102.728.487;Mendoza;;;;;Buenos Aires;;6015;;;;;;;;;;;;;;;;;;;;;;;(2324) 424376;;;;;;;;;;;;;;;;;;
2862;Unidad Sanitaria San Emilio ;Salud;Atención Primaria - CAPS;General Viamonte;-3.503.074.984;-6.086.761.256;José Manuel Hornos;;;;;;;6017;;;;;;;;;;;;;;;;;;;;;;;(2324) 43392;;;;;;;;;;;;;;;;;;
2863;Unidad Sanitaria Zavalía ;Salud;Atención Primaria - CAPS;General Viamonte;-3.489.603.533;-6.100.564.436;Calle 9;;;;;Calle 1;Calle 2;6018;;;;;;;;;;;;;;;;;;;;;;;(2324) 426891;;;;;;;;;;;;;;;;;;
2878;Centro Provincial de Atención en Adicciones;Salud;Adicciones;General Villegas;-350.342.574;-6.301.597.594;San Martín;472;;;;;;;;Licendiada Cristina  Ergui;;;;;;;;;;;;;;;Mail;cpa.villegas@villegas.gov.ar;;;;;(2922) 464509;;;;;;;;;;;7:30-13:00;7:30-16:00;7:30-13:00;7:30-13:00;7:30-13:00;;;
2880;Hospital Municipal de General Villegas;Salud;Hospitales;General Villegas;-3.503.245.677;-630.288.013;;;;;;;;;;;;;;;;;;;;;;;;;Mail;hospitalmunicipal@gmail.com;;;;;(11) 42371697;(11) 42877172;(221) 4693700;(2221) 453353 int.: 1120;;;;;;;;;;;;;;;
2881;Hogar de Ancianos Dr. Carlos A. Seguí;Otros servicios;Tercera Edad;General Villegas;-3.478.277.681;-6.319.378.193;San Martín;415;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2342) 430101;;;;;;;;;;;;;;;;;;
2882;Centro de Salud de Emilio V. Bunge ;Salud;Centros de Salud;General Villegas;-3.478.287.577;-6.319.467.523;Doctor Mantero;;;;;San Martín;;;;;;;;;;;;;;;;;;;;;;;;;(2342) 421618;;;;;;;;;;;;;;;;;;
2883;Centro de Salud;Salud;Centros de Salud;General Villegas;-3.441.687.579;-6.296.019.553;Sarmiento;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(11) 42371601;;;;;;;;;;;;;;;;;;
2884;Centro de Salud;Salud;Centros de Salud;General Villegas;-3.467.636.308;-6.337.415.702;Doctor Fanin;;;;;Mordadi;;6623;;;;;;;;;;;;;;;;;;;;;;;(11) 42872565;;;;;;;;;;;;;;;;;;
2885;Centro de Salud de Piedritas;Salud;Centros de Salud;General Villegas;-3.476.873.416;-6.298.445.183;Rivadavia;490;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(11) 42378063;;;;;;;;;;;;;;;;;;
2886;Centro de Salud de Villa Sauce ;Salud;Centros de Salud;General Villegas;-352.864.201;-633.689.181;Domingo Faustino Sarmiento;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2241) 433105;;;;;;;;;;;;;;;;;;
2887;Centro de Salud de Santa Regina ;Salud;Centros de Salud;General Villegas;-3.455.040.043;-6.317.146.096;Rivadavia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2342) 421875;;;;;;;;;;;;;;;;;;
2888;Centro de Salud de Villa Saboya ;Salud;Centros de Salud;General Villegas;-3.445.916.505;-6.264.753.015;Victor Manuel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2342) 421853;;;;;;;;;;;;;;;;;;
2889;Centro de Salud de Santa Eleodora ;Salud;Centros de Salud;General Villegas;-3.469.282.998;-626.931.934;San Martín;617;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2314) 424679;;;;;;;;;;;;;;;;;;
2890;Centro de Salud Banderaló ;Salud;Centros de Salud;General Villegas;-3.501.901.422;-6.337.560.226;Facundo La Rosa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(221) 4600867;;;;;;;;;;;;;;;;;;
2906;Consultorio Externo;Salud;Atención Primaria - CAPS;Guaminí;-365.603.733;-626.034.818;Boulevard de la Bandera;;;;;;;;Comedor Escolar;;;;;;;;;;;;;;;;;;;;;;(2241) 431147;;;;;;;;;;;;7:00-13:00;7:00-13:00;7:00-13:00;;;;
2058;;Justicia;Unidades Fiscales;Coronel Pringles;-379.889.383;-6.135.642.932;Garay;545;;;;;;;;Doctor Mauricio  Del Cero (Ayudante fiscal);;;;;;;;;;;;;;;;;;;;;(2922) 462114;;;;;;;;;;;7:30-13:30;7:30-13:30;7:30-13:30;7:30-13:30;7:30-13:30;;;
2908;Hospital Municipal Dr. Joaquín Llambías ;Salud;Hospitales;Guaminí;-3.701.528.197;-6.241.999.387;Mariano Subillaga;390;;;;;;;;;;;;;;;;;;;;;;;Mail;hospitalguam@yahoo.com;;;;;(2241) 559405;(2320) 446998;;;;;;;;;;;;;;;;;
2909;Hogar Geriátrico El Jardín de los Abuelos ;Otros servicios;Tercera Edad;Guaminí;-3.700.747.544;-6.241.707.334;Adolfo Alsina;551;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(221) 4248289;;;;;;;;;;;;;;;;;;
2910;Hospital Municipal;Salud;Hospitales;Guaminí;-3.681.072.088;-6.225.423.704;Rómulo César;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(221) 4232167;;;;;;;;;;;;;;;;;;
2911;Hogar de Ancianos Eva Perón ;Otros servicios;Tercera Edad;Guaminí;-3.675.357.487;-624.965.579;Hipolito Irigoyen;1062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(221) 4216465;(211) 4839890;;;;;;;;;;;;;;;;;
2913;Unidad Sanitaria;Salud;Atención Primaria - CAPS;Guaminí;-3.655.811.299;-6.260.048.335;17 de Octubre;;;;;Diagonal Norte ;;;;;;;;;;;;;;;;;;;;;;;;;(2314) 426799;;;;;;;;;;;;;;;;;;
2914;Sala de Primeros Auxilios;Salud;Primeros Auxilios;Guaminí;-369.413.609;-6.233.430.826;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2346) 421334 int.: 1550;;;;;;;;;;;;;;;;;;
2926;Hospital Municipal Dr. Saverio Mateo Galvagni;Salud;Hospitales;Hipólito Yrigoyen;-3.631.115.095;-6.171.702.847;Urquiza;502;;;;;;;;;;;;;;;;;;;;;;;Mail;hospitalsgalvagni@yahoo.com.ar;;;;;(11) 42374632;(11) 42371697 int.: 224;;;;;;;;;;;;;;;;;
2927;Hogar San José;Otros servicios;Tercera Edad;Hipólito Yrigoyen;-3.630.676.146;-6.172.419.233;Tomás Espora;465;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8002223242;;;;;;;;;;;;;;;;;;
2928;"Hospital Subzonal General de Agudos ""Julio de Vedia""";Salud;Hospitales;Nueve de Julio;-354.375.047;-6.088.095.069;Rio Uruguay;1223;;;;;;6500;;;;;;;;;;;;;;;;;;;;;;;(2245) 440808;(221) 6569153;(223) 4511184;(2342) 427082;;;;;;;;;;;;;;;
2929;Sala de Primeros Auxilios Eva Perón;Salud;Primeros Auxilios;Hipólito Yrigoyen;-3.630.812.943;-617.196.941;La Fraternidad;294;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2930;Sala de Primeros Auxilios Ramón Carrillo ;Salud;Primeros Auxilios;Hipólito Yrigoyen;-3.629.874.259;-6.171.311.075;Diagonal 25 de Mayo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2931;Sala de Primeros Auxilios María Auxiliadora ;Salud;Atención Primaria - CAPS;Hipólito Yrigoyen;-3.608.920.064;-6.141.252.152;Ignacio Ivastorsa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2932;Centro Provincial de Atención en Adicciones;Salud;Adicciones;Hipólito Yrigoyen;-3.630.812.943;-617.196.941;La Fraternidad;294;;;;;;;;Melisa  Soria (Psicopedagoga);;;Virginia  Thomas (Psicóloga);;;;;;;;;;;;;;;;;;;;;;;;;;;;;14:00-17:00;14:00-17:00;8:00-12:00;8:00-12:00;;;;
2977;Hospital Municipal San Bernardino de Siena;Salud;Hospitales;Hurlingham;-3.458.827.894;-58.640.327;Juan Diaz de Solís;1650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(221) 4232232;;;;;;;;;;;;;;;;;;
2978;Hospital Municipal de Oftalmología;Salud;Hospitales;Hurlingham;-3.461.415.392;-5.863.196.326;Concepción Arenal;2951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(221) 4235344;;;;;;;;;;;;;;;;;;
2979;Hospital Odontologico;Salud;Hospitales;Hurlingham;-3.461.214.552;-5.862.958.234;Concepción Arenales;2960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(223) 4806956;;;;;;;;;;;;;;;;;;
2982;Centro de Salud 21 de agosto ;Salud;Centros de Salud;Hurlingham;-3.459.982.035;-5.866.072.946;Granada;2349;;;;;;;;;;;;;;;;;;;;;;;Mail;ssalud@munhurli.gov.ar;;;;;(2221) 4770009;;;;;;;;;;;;;;;;;;
2983;Centro de Salud El Libertador ;Salud;Centros de Salud;Hurlingham;-3.462.838.366;-586.467.081;Franklin;;;;;Carabelas;;;;;;;;;;;;;;;;;;;Mail;ssalud@munhurli.gov.ar;;;;;(2357) 420598;;;;;;;;;;;;;;;;;;
2984;Centro de Salud 2 de abril ;Salud;Centros de Salud;Hurlingham;-3.462.017.056;-5.866.124.442;La Trilla;;;;;Ciudadela;;;;;;;;;;;;;;;;;;;Mail;ssalud@munhurli.gov.ar;;;;;(223) 4996622;;;;;;;;;;;;;;;;;;
2985;Centro de Salud Eva Perón ;Salud;Centros de Salud;Hurlingham;-3.461.266.193;-5.862.440.422;Juan Jufré;2263;;;;;;;;;;;;;;;;;;;;;;;Mail;ssalud@munhurli.gov.ar;;;;;(2478) 483748;;;;;;;;;;;;;;;;;;
2986;Centro de Salud 2 de Junio ;Salud;Centros de Salud;Hurlingham;-3.462.370.724;-5.864.124.214;Plass;;;;;Nightingale;;;;;;;;;;;;;;;;;;;Mail;ssalud@munhurli.gov.ar;;;;;(2241) 422853;;;;;;;;;;;;;;;;;;
2987;Centro de Salud Barrio Mitre ;Salud;Centros de Salud;Hurlingham;-3.461.304.321;-5.865.027.979;Palermo;555;;;;;;;;;;;;;;;;;;;;;;;Mail;ssalud@munhurli.gov.ar;;;;;(800) 1223425;;;;;;;;;;;;;;;;;;
2988;Centro de Salud Ramón Carrillo ;Salud;Centros de Salud;Hurlingham;-3.461.948.364;-5.862.034.379;Manuela Pedraza ;750;;;;Niza;;;;;;;;;;;;;;;;;;;Mail;ssalud@munhurli.gov.ar;;;;;(11) 42211307;;;;;;;;;;;;;;;;;;
2989;Centro de Salud SanJosé Obrero ;Salud;Centros de Salud;Hurlingham;-3.457.467.369;-5.865.581.744;Quequén;;;;;Levalle;;;;;;;;;;;;;;;;;;;Mail;ssalud@munhurli.gov.ar;;;;;(2342) 422254;;;;;;;;;;;;;;;;;;
2990;Unidad Sanitaria Ángel Bo ;Salud;Atención Primaria - CAPS;Hurlingham;-3.457.838.128;-5.865.869.665;Potosi;;;;;Levalle;;;;;;;;;;;;;;;;;;;Mail;ssalud@munhurli.gov.ar;;;;;(223) 4996622;;;;;;;;;;;;;;;;;;
2993;Unidad Sanitaria Villa Las Naciones;Salud;Atención Primaria - CAPS;Ituzaingó;-346.478.683;-587.057.665;Pringles;2770;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2346) 429489;(2245) 444458;(223) 4780354;;;;;;;;;;;;;;;;
2994;Unidad Sanitaria Dr. Gelpi ;Salud;Atención Primaria - CAPS;Ituzaingó;-3.467.037.974;-5.867.931.527;Gelpi;2155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2226) 430415;;;;;;;;;;;;;;;;;;
2999;Comisaría de la Mujer;Seguridad;Comisarías de la Mujer;Ituzaingó;-346.612.554;-586.676.879;24 de Octubre;963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(223) 4918011;;;;;;;;;;;;;;;;;;
3005;Juzgado de Paz;Justicia;Juzgados;Ituzaingó;-346.551.119;-58.667.923;Gregorio Las Heras;492;;;;;;;;Doctor Juan Ignacio  Zamora;;;;;;;;;;;;;;;Mail;jpituzaingo@jusbuenosaires.gov.ar;;;;;(223) 4703557;;;;;;;;;;;8:00-14:00;8:00-14:00;8:00-14:00;8:00-14:00;8:00-14:00;;;
3022;"Hospital Zonal General de Agudos ""Dr. Diego Paroissien""";Salud;Hospitales;La Matanza;-3.469.539.929;-5.857.915.381;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(3461) 423057;(3461) 451844;(221) 4104400 int.: 56214;(2221) 4224114 int.: 56264;;;;;;;;;;;;;;;
3023;Hospital Zonal General de Agudos;Salud;Hospitales;La Matanza;-34.788.483;-586.243.534;Doctor Equiza;6300;;;;;;1759;;;;;;;;;;;;;;;;;;;;;;;(11) 42758263;;;;;;;;;;;;;;;;;;
3026;"Hospital Interzonal General de Agudos ""Dr. Ramón Carrillo""";Salud;Hospitales;Tres de Febrero;-3.463.115.358;-5.854.981.414;Irigoyen;1055;;;;;;1702;;;;;;;;;;;;;;;;;;;;;;;(223) 4642099;(2477) 436889;(223) 4871921;(221) 4215455 int.: 56208;(2221) 4224114 int.: 56208;(2226) 431535;;;;;;;;;;;;;
3028;Unidad Sanitaria Villa Las Naciones ;Salud;Atención Primaria - CAPS;Ituzaingó;-3.465.648.717;-5.869.882.727;Haití;;;;;Turquía;;; límite con Padua;Psicóloga María Teresa  Volpe (Directora);;;;;;;;;;;;;;;;;;;;;(336) 4437805;8002223425;;;;;;;;;;;;;;;;;
3029;Unidad Sanitaria;Salud;Atención Primaria - CAPS;Ituzaingó;-3.467.037.974;-5.867.931.527;Gelpi;2155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(221) 4705493;;;;;;;;;;;;;;;;;;
3030;Centro de atención de la tercera edad ;Otros servicios;Tercera Edad;Ituzaingó;-3.465.762.182;-5.866.834.928;Soler;255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3031;Unidad Sanitaria San Alberto ;Salud;Atención Primaria - CAPS;Ituzaingó;-3.464.786.177;-5.870.575.536;Pringles;2770;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2346) 439050;;;;;;;;;;;;;;;;;;
3032;Unidad Sanitaria;Salud;Atención Primaria - CAPS;Ituzaingó;-3.464.768.477;-5.870.553.517;Pringles;2750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(223) 4920394;;;;;;;;;;;;;;;;;;
3033;Unidad Sanitaria Villa Las Naciones ;Salud;Atención Primaria - CAPS;Ituzaingó;-3.465.648.717;-5.869.882.727;Haití;;;;;Turquía;;;;;;;;;;;;;;;;;;;;;;;;;(223) 5362489;;;;;;;;;;;;;;;;;;
3034;Hospital de Atención Médica Primaria;Salud;Hospitales;Ituzaingó;-3.463.037.307;-5.870.166.596;Brandsen;3859;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(223) 5362768;(2245) 441240;(11) 42375038;;;;;;;;;;;;;;;;
3035;Unidad Sanitaria 17 de Octubre ;Salud;Atención Primaria - CAPS;Ituzaingó;-3.460.090.503;-5.868.840.412;Del Petral;;;;;La Rastra;;;;;;;;;;;;;;;;;;;;;;;;;(2478) 481730;;;;;;;;;;;;;;;;;;
3036;Unidad Sanitaria González Otharán ;Salud;Atención Primaria - CAPS;Ituzaingó;-346.131.593;-5.870.149.018;Zorrilla de San Martín;;;;;Segundo Sombra;;;;;;;;;;;;;;;;;;;;;;;;;(221) 4215705;;;;;;;;;;;;;;;;;;
3055;Oficina Descentralizada;Seguridad;Oficinas Gubernamentales;La Matanza;-346.849.055;-585.037.291;Pedernera;947;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2320) 440345;;;;;;;;;;;8:00-14:00;8:00-14:00;8:00-14:00;8:00-14:00;8:00-14:00;;;
3057;Comisaría distrital sur 1°;Seguridad;Comisarías;La Matanza;-347.705.361;-586.444.374;Sáenz;404;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(223) 4745875;(3489) 423704;(2245) 447680;;;;;;;;;10:00-20:00;10:00-20:00;10:00-20:00;10:00-20:00;10:00-20:00;;;
3058;Comisaría distrital sur 2°;Seguridad;Comisarías;La Matanza;-34.849.944;-586.553.702;Ruta 3;;;;;;;;Km. 35;;;;;;;;;;;;;;;;;;;;;;(2245) 447640;(223) 4674004;(3461) 505200 int.: 8416;(3461) 505200 int.: 8417;;;;;;;;;;;;;;;
3061;Comisaría distrital este 2°;Seguridad;Comisarías;La Matanza;-347.303.016;-58.591.665;Tres Cruces;2095;;;;Jorge Newbery;;;;;;;;;;;;;;;;;;;;;;;;;(11) 46280165;(11) 46280194;;;;;;;;;;;;;;;;;
3064;Comisaría distrital oeste 2°;Seguridad;Comisarías;La Matanza;-3.471.428.153;-5.859.602.295;Bedoya;;;;;Olivera;;;;;;;;;;;;;;;;;;;;;;;;;(2245) 441592;(2245) 446343;;;;;;;;;;;;;;;;;
3065;Comisaría oeste 3°;Seguridad;Comisarías;La Matanza;-34.698.812;-586.270.127;Méndez de Ande;1752;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(3461) 505200 int.: 8416;(3461) 505200 int.: 8417;;;;;;;;;;10:00-20:00;10:00-20:00;10:00-20:00;10:00-20:00;10:00-20:00;;;
3067;Comisaría noroeste 1°;Seguridad;Comisarías;La Matanza;-346.849.055;-585.037.291;Pedernera;947;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(223) 4720524;(11) 42558964;(11) 46972393;;;;;;;;;;;;;;;;
3068;Comisaría 15°;Seguridad;Comisarías;La Matanza;-346.580.348;-585.857.353;Garibaldi;2388;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2392) 424143;(2392) 424143 int.: 130;;;;;;;;;;;;;;;;;
3083;;Justicia;Unidades Fiscales;La Matanza;-346.749.997;-585.671.134;Monseñor Marcon;2601;;;;;;;ex-Pichincha;;;;;;;;;;;;;;;;;;;;;;(11) 42557824 int.: 123;(2392) 424143;;;;;;;;;;;;;;;;;
3084;Fiscalía N° 1 ;Justicia;Unidades Fiscales;La Matanza;-346.749.097;-58.567.293;Florencio Varela;2601;;;;;;;;Doctora S  Breggia;;;;;;;;;;;;;;;;;;;;;(2226) 422079;(2226) 432944;(221) 4257543;;;;;;;;;;;;;;;;
3085;Fiscalía N° 2;Justicia;Unidades Fiscales;La Matanza;-346.749.097;-58.567.293;Florencio Varela;2601;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(223) 4945073;(3461) 424831;(3461) 422932;(11) 42240133;;;;;;;;;;;;;;;
3092;Defensoría N° 2;Justicia;Unidades de la Defensa;La Matanza;-346.823.612;-585.541.605;Avenida Juan Manuel De Rosas;3524;1;;;;;;;Doctora   Lopez;;;;;;;;;;;;;;;;;;;;;(3361) 4450710;;;;;;;;;;;;;;;;;;
3093;Defensoría N° 11;Justicia;Unidades de la Defensa;La Matanza;-347.557.905;-585.831.193;Beethoven;6551;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(336) 4505234;;;;;;;;;;;;;;;;;;
3095;Centro de Asistencia a la Víctima;Justicia;Centros de Asistencia a la Víctima;La Matanza;-347.454.434;-585.905.669;Avenida Luro;5676;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(221) 4121200 int.: 1501;(221) 4121200 int.: 1562;;;;;;;;;;7:30-13:30;7:30-13:30;7:30-13:30;7:30-13:30;7:30-13:30;;;13:30-19:30
3099;Juzgado de Familia N° 4 ;Justicia;Juzgados;La Matanza;-346.827.349;-58.557.797;Eizaguirre;2671;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2478) 481324;;;;;;;;;;;;;;;;;;
3100;Juzgado de Familia N° 5;Justicia;Juzgados;La Matanza;-346.827.349;-58.557.797;Eizaguirre;2671;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;(11) 44833700;;;;;;;;;;;;;;;;;;
3106;Hospital Provincial Simplemente Evita;Salud;Hospitales;La Matanza;-3.468.913;-585.640.609;Doctor Equiza;3610;;;;;;;Ruta 3  Km 32;;;;;;;;;;;;;;;;;;;;;;(2317) 430025;(2317) 430525;(2317) 430125;;;;;;;;;;;;;;;;
3108;Hospital Provincial Balestrini;Salud;Hospitales;La Matanza;-34.707.383;-58.532.904;Ruta 21;;;;;Camino de Cintura;;;;;;;;;;;;;;;;;;;;;;;;;(2245) 9442879;(2245) 442918;;;;;;;;;;;;;;;;;
3112;Centro de Salud Mental;Salud;Centros de Salud;La Matanza;-3.468.896.351;-5.856.401.802;Thames;3669;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2477) 429799;;;;;;;;;;;;;;;;;;
3113;Hospital Municipal del Niño San Justo ;Salud;Hospitales;La Matanza;-3.468.280.318;-5.858.593.805;Granada;4175;;;;;;1754;;;;;;;;;;;;;;;;;;;;;;;(11) 46924635;(11) 46925077;(221) 4392514;;;;;;;;;;;;;;;;
3114;Policlínico Central San Justo ;Salud;Hospitales;La Matanza;-3.467.698.919;-585.609.689;Almafuerte;3016;;;;;;1754;;;;;;;;;;;;;;;;;;;;;;;(221) 4392508;(221) 4248289;(221) 4232167;;;;;;;;;;;;;;;;
3115;Hospital Materno Infantil Dra. Teresa Luisa Germani ;Salud;Atención Materna Infantil;La Matanza;-347.541.259;-585.811.472;Avenida Luro;6561;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(221) 4216465;(221) 4839890;;;;;;;;;;;;;;;;;
3117;Unidad de Salud Puerto Argentino ;Salud;Atención Primaria - CAPS;La Matanza;-3.473.722.302;-5.853.456.578;Roberto Payro;351;;;;;;1778;;;;;;;;;;;;;;;;;;;;;;;(2346) 430320;;;;;;;;;;;;;;;;;;
3120;Unidad de Salud San Carlos ;Salud;Atención Primaria - CAPS;La Matanza;-3.471.443.275;-5.859.721.164;Lavallol;1095;;;;;;1765;;;;;;;;;;;;;;;;;;;;;;;(3461) 422897;(3461) 422880;;;;;;;;;;;;;;;;;
3121;Centro de Salud Dr. Alfonso Sakamoto;Salud;Centros de Salud;La Matanza;-347.001.048;-5.863.222.704;Dávila;2110;;;;;;1755;;;;;;;;;;;;;;;;;;;;;;;(11) 46970529;;;;;;;;;;;;;;;;;;
3130;Unidad de Salud Móvil Municipal;Salud;Atención Primaria - CAPS;La Matanza;-3.477.104.703;-586.636.878;Scarlatti;;;;;Clay;;1759;;;;;;;;;;;;;;;;;;;;;;;(291) 4563600;;;;;;;;;;;;;;;;;;
3132;Unidad de Salud Albert Sabín ;Salud;Atención Primaria - CAPS;La Matanza;-3.475.981.261;-5.863.214.231;Manuel Arias;4241;;;;;;1759;;;;;;;;;;;;;;;;;;;;;;;(291) 4559328;;;;;;;;;;;;;;;;;;
3133;Unidad de Salud Juan Manuel de Rosas ;Salud;Atención Primaria - CAPS;La Matanza;-347.226.366;-5.857.322;Ruiz de Los Llanos;267;;;;;;1765;;;;;;;;;;;;;;;;;;;;;;;(291) 4999384;;;;;;;;;;;;;;;;;;
3134;Unidad de Salud 17 de Agosto ;Salud;Atención Primaria - CAPS;La Matanza;-347.071.441;-586.068.713;Edison y Lafayette;1765;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2346) 424696;;;;;;;;;;;;;;;;;;
3137;Sala de Salud San Pedro ;Salud;Atención Primaria - CAPS;La Matanza;-3.473.160.101;-5.857.325.382;Bedoya;6367;;;;;;1765;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3138;Unidad de Salud Arcos del Mirador ;Salud;Atención Primaria - CAPS;La Matanza;-34.720.273;-586.035.473;Soldado Sosa;3071;;;;;;1755;;;;;;;;;;;;;;;;;;;;;;;(221) 4231826;;;;;;;;;;;;;;;;;;
3139;Unidad de Salud El Tambo;Salud;Atención Primaria - CAPS;La Matanza;-347.262.665;-585.679.448;Juan Sebastián Bac;6347;;;;Obligado;;1765;;;;;;;;;;;;;;;;;;;;;;;(11) 42757309;;;;;;;;;;;;;;;;;;
3140;Centro de Zooantroponosis Dr. José Revoredo ;Salud;Atención Primaria - CAPS;La Matanza;-3.470.498.529;-5.856.648.289;Peribebuy;4770;;;;;;1765;;;;;;;;;;;;;;;;;Mail;zoonosislm@hotmail.com;;;;;(2478) 483479;;;;;;;;;;;;;;;;;;
3142;Unidad de Salud Don Juan ;Salud;Atención Primaria - CAPS;La Matanza;-3.476.494.564;-5.857.595.217;Salvigni;7900;;;;Tafi;Tarija;1757;;;;;;;;;;;;;;;;;;;;;;;(221) 4271589;;;;;;;;;;;;;;;;;;
3145;Unidad de Salud Eva Perón N° 22;Salud;Atención Primaria - CAPS;La Matanza;-3.474.832.394;-5.862.206.734;Federico Pedro Russo;4200;;;;;;1757;;;;;;;;;;;;;;;;;;;;;;;(221) 4224114;;;;;;;;;;;;;;;;;;
3147;Unidad de Salud Laferrere ;Salud;Atención Primaria - CAPS;La Matanza;-3.472.626.737;-5.861.084.306;Estanislao del Campo;3067;;;;;;1757;;;;;;;;;;;;;;;;;;;;;;;(221) 4691041;;;;;;;;;;;;;;;;;;
3148;Unidad de Salud Padre Mario ;Salud;Atención Primaria - CAPS;La Matanza;-347.261.855;-585.946.318;Mongofield;1939;;;;;;1757;;;;;;;;;;;;;;;;;;;;;;;(11) 42379568;;;;;;;;;;;;;;;;;;
3149;Hospital Materno Infantil Dra. Teresa Luisa Germani ;Salud;Atención Materna Infantil;La Matanza;-3.475.352.127;-5.858.089.503;Avenida Luro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2221) 4235175;(291) 4549561;(291) 4549556;;;;;;;;;;;;;;;;
3150;Centro Integrador Comunitario;Desarrollo y Acción Social;Centro Integrador Comunitario;La Matanza;-3.469.291.805;-5.848.943.386;Sánchez de Thompson;;;;;Colectora;;;Autopista Richieri 1754;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3151;Unidad de Salud La Tablada ;Salud;Atención Primaria - CAPS;La Matanza;-3.469.762.031;-58.528.915;Nazar;548;;;;;;1766;;;;;;;;;;;;;;;;;;;;;;;(223) 4956666;;;;;;;;;;;;;;;;;;
